NAME	TITLE	SCORE	
TRIB1		4.8528357	
TRIM46		4.851324	
COA7		4.8508544	
KRT15		4.848791	
STX6		4.8381023	
MFSD14A		4.8381023	
SPRY2		4.8349333	
ZNF292		4.8348923	
CDK17		4.8263392	
CALU		4.8260474	
RIMBP3		4.8260474	
NEK7		4.8213525	
ARL5B		4.8213525	
PANX1		4.8170013	
OSTM1		4.816207	
ORMDL3		4.8124833	
PCDHA12		4.8110924	
LIX1L		4.8095517	
STK17B		4.8079123	
AURKC		4.8079123	
NSA2		4.8011575	
UTP3		4.8011575	
CBWD6		4.8010435	
MIEF1		4.8010435	
ZNF197		4.7957964	
CLCN5		4.7919564	
VPS18		4.7895966	
HSPA13		4.7895966	
ARHGAP17		4.773836	
ZFAND6		4.7722893	
MALL		4.7722893	
ATP6V0D1		4.7722893	
CCDC12		4.7717667	
RLF		4.7709675	
C11orf58		4.76989	
CD9		4.769159	
MRPL44		4.7689376	
PARK7		4.7689376	
PHC3		4.7689376	
AASDHPPT		4.768154	
RRAGB		4.7676654	
IDS		4.760441	
RIMBP3B		4.760441	
EIF4A3		4.760441	
RO60		4.7565536	
NBDY		4.7544546	
ZNF263		4.74268	
RBM8A		4.742131	
SCUBE2		4.7395277	
NCOA2		4.7395277	
ZNF148		4.7393246	
FBXO31		4.739156	
SMG8		4.737974	
NFIB		4.7365427	
RRN3		4.7270985	
TP73-AS1		4.7177095	
B4GALT4		4.7138114	
VTA1		4.712083	
EMP1		4.707307	
SESN1		4.7066827	
BAG3		4.7050147	
KPNA3		4.7050147	
XIAP		4.701358	
RSL1D1		4.699353	
SLC9B2		4.696099	
NAA16		4.6897407	
SLC66A3		4.6880274	
SRPRB		4.6880274	
RBBP5		4.6875525	
MSX2		4.685669	
HNRNPL		4.685669	
YTHDF1		4.685669	
ANTXR2		4.685587	
ARMC10		4.6778526	
ATL3		4.6776495	
RBM39		4.6764235	
PRRC1		4.6764235	
RAB27B		4.6764235	
WASF1		4.6764235	
KANK1		4.6732936	
TXNL4B		4.665709	
FAM104A		4.663479	
PIP4K2A		4.6629667	
DDX46		4.659164	
TRIB2		4.6551695	
SH3RF1		4.6398463	
SPOPL		4.632304	
CLP1		4.6253543	
COX15		4.623693	
SLC25A38		4.6221337	
ABHD4		4.6181035	
STING1		4.6161385	
CTSO		4.6113153	
MARCHF5		4.611196	
CHD1		4.6107807	
MCTS1		4.608994	
NAV1		4.604219	
CSNK2A1		4.5975075	
IGBP1		4.5966716	
UBAP1		4.5963063	
RAB30		4.5948334	
PSMB1		4.5926247	
ACBD3		4.5926247	
RTF2		4.592425	
YKT6		4.5904517	
ZNF217		4.5899005	
TPRG1L		4.58867	
KCTD5		4.5883136	
SMN2		4.5859447	
ZFP36L2		4.5839033	
TRAPPC6B		4.5837708	
MAMLD1		4.578804	
CDV3		4.5787926	
RAPGEF2		4.5767503	
PLPP2		4.5728855	
PGS1		4.5720067	
ITPKB		4.5712123	
MIR100HG		4.569543	
SNORD5		4.56468	
ZNF845		4.563681	
WDR82		4.563681	
KLHL28		4.563681	
EIF2S1		4.559228	
SNHG17		4.557477	
OSGIN1		4.5517178	
GATA3		4.5478325	
ETNK1		4.546124	
MTX3		4.5421195	
RBM25		4.5421195	
HSP90B1		4.542032	
TNRC6A		4.5392537	
RFK		4.5358987	
DNAJB1		4.5328355	
DRAM1		4.5289025	
SNIP1		4.5289025	
ALPK3		4.5269823	
VWA7		4.5255733	
MAP2K3		4.5224996	
SCX		4.521208	
GGT1		4.521208	
NAA25		4.5177207	
ZSCAN20		4.5167274	
MRFAP1		4.516208	
ENDOD1		4.514639	
OSER1		4.5143685	
CCNYL1		4.5139303	
RARS1		4.5101495	
DERL2		4.509267	
WASHC2C		4.5088534	
ROBO1		4.508225	
GPCPD1		4.5040812	
MED17		4.503416	
CBWD1		4.500952	
RAB32		4.5007377	
TIMP2		4.500494	
TRMT10C		4.500494	
CEPT1		4.49973	
C5orf22		4.498957	
SOCS3		4.498741	
TRMU		4.4976044	
B4GALT6		4.4976044	
HIBADH		4.4927106	
EIF1AD		4.491502	
SH3BGRL3		4.490637	
ABHD2		4.4886827	
UBE2W		4.4873166	
ZNF561		4.4812894	
FCF1		4.4812894	
FFAR4		4.4804296	
SLX1B		4.4804296	
ZNF394		4.478047	
PSMD10		4.476792	
STK17A		4.4739304	
CNNM2		4.473556	
PKP1		4.4732	
TM2D3		4.47237	
FAM3C		4.468653	
POLR1C		4.468355	
C3orf38		4.4638343	
SPRED2		4.462539	
NRBF2		4.461915	
FOXK1		4.4618807	
SLCO4A1-AS1		4.4592648	
ELK3		4.457726	
PLD1		4.45323	
MED18		4.4506426	
KLHL15		4.450251	
MIR31HG		4.4491687	
ELL2		4.4491687	
FAM171B		4.4491687	
ZNF654		4.448099	
ACIN1		4.4468217	
PRKAB1		4.4468217	
HNRNPR		4.446323	
AVEN		4.4274645	
PAN3		4.426338	
GSPT1		4.425981	
REST		4.423618	
TAF1D		4.423618	
TRAPPC2L		4.421933	
MEX3B		4.4197583	
TGFBR3		4.4173517	
MBNL2		4.413652	
MPHOSPH10		4.413652	
PPP4R2		4.4122195	
SYF2		4.410105	
TOMM20		4.405539	
APP		4.4043803	
EIF2AK3		4.40397	
XRCC5		4.402104	
DCPS		4.402104	
RBM15		4.401509	
LINS1		4.4008274	
CSNK1G3		4.4000845	
NDUFAF1		4.400028	
CASP2		4.39883	
CSNK1G1		4.39883	
OXTR		4.396974	
CUL3		4.387594	
ZNF3		4.387594	
INTS2		4.3797417	
LINC00641		4.3759856	
COL5A2		4.3759856	
TMEM30A		4.3759856	
TOX2		4.3759856	
NABP1		4.3736787	
BMS1P20		4.372353	
LAMC1		4.3629265	
NFYC		4.3628798	
ADAM8		4.3628798	
BCLAF1		4.361583	
UBE2H		4.361583	
SCAF4		4.361583	
LIF		4.3614664	
PPIL3		4.3609324	
TMOD3		4.356152	
UBTD2		4.355752	
RBM22		4.355277	
ZNF721		4.355277	
ZC3H15		4.3551807	
CTSK		4.3494744	
ZNF746		4.3493075	
KLHL42		4.3493075	
RNF13		4.3466353	
RNLS		4.3466353	
SNORA8		4.3397217	
DR1		4.339361	
ADI1		4.3327327	
KAT5		4.328672	
TBX2		4.3267307	
MYO1E		4.3244934	
TRMT112		4.3211026	
ZNF616		4.3211026	
RABGGTB		4.3210435	
YWHAZ		4.3202143	
FZD6		4.3189335	
WASHC1		4.318241	
PHF23		4.3159037	
PRDM15		4.312878	
CDC42EP3		4.306317	
ARL6IP5		4.306293	
SLAIN2		4.3061323	
GLOD4		4.2985945	
BCL2L1		4.296701	
ACTR6		4.294621	
FDX1		4.294579	
SF3B6		4.2913194	
MKLN1		4.291183	
VAT1		4.2908187	
ABRACL		4.2861285	
RIMBP3C		4.285993	
ZNF226		4.28274	
ETV5		4.2825937	
LOC101927770		4.282233	
SDCBP		4.27556	
UCKL1-AS1		4.27556	
ABT1		4.2713385	
PTBP2		4.2713184	
SSR2		4.2689033	
GOLGB1		4.2659187	
POLR2B		4.2643476	
PDCL		4.2632337	
ADCY7		4.2632337	
NFAT5		4.2613497	
CYB561		4.2592063	
DUSP12		4.2584844	
ZNF701		4.2536745	
SRSF8		4.2519274	
USP39		4.2505507	
MITD1		4.2489843	
CA13		4.2462487	
SAR1A		4.2461076	
UBE2V2		4.2419662	
ARPC4		4.2395372	
TOR3A		4.236393	
TYW3		4.2330465	
GPR135		4.2282186	
PGAM5		4.2276115	
FBXO6		4.2276115	
UBE2L3		4.224934	
RAB21		4.223338	
MRPL50		4.220146	
AGPS		4.219823	
HSPA5		4.218059	
FAM32A		4.2158303	
BUD31		4.2151914	
BICDL1		4.211983	
DUSP6		4.2098784	
FAM107B		4.209773	
FBXO30		4.207438	
PPIL1		4.2058	
ETV6		4.204088	
MRPL54		4.203254	
RBPJ		4.2027707	
CDCP1		4.202617	
CLNS1A		4.2019467	
NAMPT		4.2014685	
MIDN		4.2011776	
ENTPD4		4.198992	
PPIB		4.1956306	
RGS10		4.195609	
PSD3		4.191963	
AMOTL2		4.1892123	
ZNF880		4.1856537	
DTX3		4.184525	
ZNF830		4.184508	
SFSWAP		4.1800275	
AOC2		4.1800275	
KITLG		4.1738186	
CNNM4		4.172049	
SNORA18		4.171931	
SLC39A10		4.1713433	
TMEM140		4.170233	
MSN		4.168004	
ZDHHC7		4.1673994	
WIPI2		4.161099	
METTL6		4.159615	
RNF217		4.151947	
TPBG		4.1476994	
AHR		4.134785	
LIPH		4.134757	
ZNF432		4.13442	
RAB11FIP1		4.133901	
DNTTIP2		4.130973	
SLX1A		4.1308565	
ZBTB9		4.130059	
CCDC68		4.1298275	
CD46		4.1290298	
NOP10		4.127741	
FKBP10		4.1267595	
ZNF550		4.1249337	
UQCC1		4.1238847	
ZFAND4		4.121411	
CCNB1IP1		4.114181	
HSPA4		4.1139197	
PAFAH1B1		4.113265	
RNF149		4.113145	
HNRNPF		4.1102624	
PTGR1		4.1082397	
ANXA11		4.105277	
ZNF408		4.1034527	
MRPL32		4.1029034	
FAS		4.1029034	
TLE1		4.1016107	
TIMP1		4.100023	
UBE4A		4.0965266	
ARHGAP27		4.0955753	
NUDT12		4.0950966	
SSTR5-AS1		4.0942388	
RBBP6		4.0891957	
KCTD10		4.087926	
KLHL18		4.087926	
VILL		4.0876346	
CD99L2		4.0873375	
TAF8		4.085924	
MTPAP		4.0853252	
RAB10		4.082122	
SRRT		4.079904	
NKIRAS2		4.0796766	
AHDC1		4.078981	
CBWD3		4.0774674	
DDX6		4.073622	
ZBTB18		4.070572	
ZGPAT		4.0693817	
NRG2		4.0690594	
RPP40		4.0681753	
KCNN4		4.0670476	
LTBP1		4.0642643	
ZC3H11A		4.0640364	
SIRT7		4.0640364	
LLPH		4.06207	
DLX3		4.06207	
SNUPN		4.06207	
PLAAT4		4.0601053	
CLDN15		4.056878	
ZBTB34		4.056878	
ZNF350		4.0538297	
ISG15		4.0527086	
SPATA20		4.0503216	
CREBZF		4.049219	
ALDH9A1		4.049219	
RUNX2		4.0485144	
DGUOK		4.04385	
PEAR1		4.0426197	
CWC15		4.042038	
TMEM51		4.039227	
CYB5B		4.038712	
UBXN8		4.038712	
PLEK2		4.038712	
BAIAP2L1		4.038712	
SNCG		4.0336275	
GTF2E2		4.0299716	
TMEM9B		4.0296836	
EIF4E		4.0296836	
LASP1		4.0269313	
CALHM2		4.0190682	
TMEM41B		4.0098524	
NLK		4.0098524	
ZNF75D		4.0089946	
MFSD5		4.008563	
AKAP17A		4.0056047	
DCTN6		4.005568	
COMMD8		4.005568	
AGAP6		4.005568	
ELL		4.004309	
USP36		4.0039215	
KLHL17		4.0039215	
TIMM17A		4.003606	
RALGDS		4.003576	
WDR45B		4.003017	
MTRF1L		4.001256	
FRS2		4.000188	
TSPAN1		3.9992793	
LRP10		3.9989429	
PRKACB		3.9971547	
DESI2		3.9971488	
CCDC9		3.9926357	
SPARC		3.9921	
RAB5C		3.9917555	
CD44		3.9915388	
POMP		3.9876575	
BAZ2B		3.9867406	
TANC1		3.9855144	
SWAP70		3.9845164	
DUSP7		3.9838629	
CENPV		3.9826677	
OTUD7B		3.9729886	
GNG12		3.9722264	
CLDN4		3.9709635	
GNE		3.9707735	
SGCE		3.9707193	
RNF139		3.9707193	
GTPBP10		3.9688532	
SQSTM1		3.9666235	
C18orf25		3.9665978	
WBP2		3.963419	
DCUN1D2		3.9622738	
NDEL1		3.9607286	
PERP		3.9597335	
GOSR1		3.9595659	
RBM42		3.95516	
GNA13		3.9532723	
EIF4A2		3.9529576	
SYTL2		3.9523494	
NHLRC3		3.947174	
SNORD23		3.9470904	
TNFRSF21		3.9464784	
FAM168B		3.9442873	
KLHL8		3.9442873	
RNF103		3.9440432	
VBP1		3.9433389	
TBL1XR1		3.941684	
RAC1		3.939895	
MRPL10		3.938389	
TBC1D9		3.9380958	
MORF4L1		3.937481	
TAGLN2		3.9367473	
DMD		3.9361765	
SLC39A9		3.935347	
RIC8B		3.9311388	
ABHD5		3.9293225	
ZNHIT6		3.9283772	
DHX38		3.925907	
CD276		3.9239206	
PRCC		3.9192526	
ANP32B		3.918202	
ACHE		3.917807	
ECE1		3.9122543	
VAMP8		3.9122543	
SLC35A3		3.9116724	
CCNJL		3.911271	
PRDX5		3.9107783	
ZNF335		3.9072208	
PIK3R4		3.9072208	
CD59		3.9061177	
TKT		3.90511	
SPTLC1		3.903296	
HSPA1A		3.898505	
TMEM184C		3.898505	
VGF		3.8949301	
HDAC10		3.8937979	
DNAJC7		3.8935544	
RAP1B		3.8931205	
MAGT1		3.8924718	
ZKSCAN1		3.8913052	
RAB1B		3.890813	
TNPO1		3.8898168	
LINC00839		3.8896706	
AFAP1		3.8896706	
B3GNT5		3.8896503	
HNMT		3.8894148	
CINP		3.887788	
TMED10		3.8860004	
PITPNM2		3.885059	
HNRNPDL		3.8845844	
CFAP45		3.881028	
EEF1AKNMT		3.8802543	
TOMM22		3.8794665	
ZPR1		3.8791482	
CCNK		3.8791482	
TSSC4		3.8759327	
LY6G5B		3.8759327	
CASP8		3.8759327	
GPRC5B		3.8741455	
LAMP1		3.8724597	
TRAK1		3.8700125	
DAGLA		3.8693304	
LRP12		3.8685312	
ARFIP1		3.8678074	
NR1D2		3.8656023	
KBTBD6		3.8652415	
IK		3.8652415	
CBWD2		3.864758	
STAG3L5P-PVRIG2P-PILRB		3.8645916	
MRPL30		3.8641295	
TGFBR2		3.863742	
NT5C2		3.8629398	
UFD1		3.8621438	
MRPS33		3.8611119	
KIAA1671		3.859808	
ZBTB43		3.8560863	
ZNF823		3.855418	
NIP7		3.8535426	
DHX15		3.849633	
ACP2		3.8477478	
OCRL		3.8477478	
SH3BP5L		3.8477478	
ATP6V1B2		3.8422363	
AK3		3.841836	
KLF12		3.8413608	
SCO1		3.837263	
NETO2		3.8371804	
SLC35F6		3.836774	
ATP13A1		3.8366027	
TBC1D23		3.831481	
SNORA3A		3.8295157	
MANBA		3.8228483	
DUSP1		3.8221095	
PRPF3		3.8211493	
NAXD		3.8211493	
UGDH		3.8198562	
MED6		3.816608	
AFF4		3.815714	
ISY1		3.8155363	
ZNF844		3.8140616	
TLR4		3.8139982	
UBB		3.813896	
RGS17		3.813881	
XXYLT1		3.8101594	
WDR75		3.8077397	
NQO1		3.8061707	
GALNT1		3.8061707	
TM4SF1		3.8060014	
SNORA63		3.8060014	
WHAMM		3.8047447	
ZDHHC11B		3.8043797	
TSPYL1		3.7986498	
ZSWIM6		3.7947671	
ZNF76		3.7931535	
ATP1B3		3.7927258	
BCL6		3.7927258	
RBM18		3.7919235	
CLDN1		3.7919235	
ZBTB20		3.787517	
PLEKHA3		3.7845159	
SETD1B		3.7822082	
SPCS2		3.7807894	
IKBKG		3.78069	
TM9SF3		3.78069	
PILRB		3.7773287	
SCAF8		3.7773287	
NKTR		3.7773287	
CUEDC1		3.7773287	
SRSF11		3.7733972	
MAPRE1		3.7726073	
TRAPPC1		3.7711444	
TSPAN5		3.7706625	
GTPBP4		3.767798	
CCDC39		3.7670193	
VPS35		3.7654943	
DCUN1D1		3.7632036	
PLK2		3.762629	
ARSJ		3.7600543	
LDAH		3.758023	
IRS2		3.754937	
MRPL23		3.754842	
NKAIN2		3.754842	
LGR4		3.7540863	
IP6K2		3.7504566	
XRCC6		3.7483072	
VPS26A		3.7470891	
SH3BGRL		3.7419243	
DAB2IP		3.7411888	
RBM33		3.7410984	
LYSMD2		3.7406535	
PCMT1		3.738214	
ORC4		3.7368054	
CAMLG		3.736013	
PMS2CL		3.7360032	
TCERG1		3.7351685	
ZNF692		3.7339444	
CCN2		3.7330816	
ARHGAP5		3.732346	
CREBL2		3.732346	
ZNF281		3.732346	
FAM193B		3.7323098	
ZSWIM8		3.7302217	
CCDC144CP		3.7294958	
HSPA1B		3.7287984	
LAMTOR1		3.7260935	
ZNF555		3.7252233	
TMED2		3.7246838	
PTP4A1		3.7231033	
SLFNL1		3.719709	
MICU1		3.719112	
CD2BP2		3.717645	
ZSCAN5A		3.716042	
OAT		3.7129123	
NSUN3		3.7088904	
MMADHC		3.7079947	
LAMTOR3		3.7052052	
RPL17		3.7041175	
CHPF2		3.7015576	
TMEM156		3.70108	
LAMA4		3.7006843	
CKAP4		3.700016	
TMCO1		3.6985133	
KCNQ5		3.6985133	
CAB39		3.69753	
XPR1		3.697502	
SNRPD2		3.697501	
SELENOW		3.6973884	
MAP9		3.695611	
ARL6IP1		3.6949074	
MAML2		3.6941445	
ZMPSTE24		3.6932027	
MRPL49		3.692636	
CNOT7		3.6923277	
RAD23B		3.6902978	
SNORA67		3.6895332	
RNF8		3.6892776	
PCNX3		3.6871402	
NR6A1		3.6858912	
GRN		3.683873	
TMEM14A		3.6827316	
TNFRSF1A		3.6827316	
PDCL3		3.6821854	
MKRN1		3.6798358	
SHPK		3.6791143	
ZNF282		3.6761153	
EPC2		3.6761153	
SUGT1		3.6685848	
RAB11FIP2		3.6645784	
SLC35A2		3.6639483	
EPC1		3.6633565	
SOX4		3.663276	
OTUD3		3.6573071	
SULT1A3		3.6560047	
NUMB		3.6554728	
TDG		3.6550624	
EGFLAM		3.6549616	
GET4		3.6549425	
AAMP		3.6545534	
NDE1		3.6538455	
YTHDF3		3.651779	
THG1L		3.650033	
LEMD3		3.6497762	
ISCU		3.6496172	
RPN1		3.6489475	
JUP		3.648835	
STAM		3.6435022	
ERH		3.643411	
TXNL1		3.6425302	
SRSF4		3.6420054	
SLCO3A1		3.6420054	
NCOA3		3.641744	
SLC39A7		3.6415234	
MBD5		3.6408968	
PPP2R2A		3.6406987	
DDX18		3.6380415	
SPRED1		3.636906	
SNRPD1		3.6365669	
LMTK2		3.636557	
B3GALNT1		3.6333835	
HOXA1		3.6309114	
LAPTM4A		3.6266425	
CACNB1		3.62548	
ARF4		3.624279	
PLXNA2		3.624279	
VCPKMT		3.6217234	
ADAM10		3.6217234	
ZNF140		3.6213531	
PRNCR1		3.6209888	
IL6ST		3.6172655	
FRAT2		3.6166785	
ENC1		3.6118193	
STAU1		3.6118171	
DAG1		3.6110497	
CCDC137		3.6087706	
KLHL2		3.6079376	
UMAD1		3.6079376	
YARS2		3.6079376	
SPATA5L1		3.6060612	
NDUFB4		3.605957	
GIN1		3.6056678	
NIPSNAP1		3.6042523	
ZNF440		3.6038194	
CFL1		3.6009486	
RGS11		3.6009486	
PPM1A		3.6004415	
BTF3		3.5994637	
MRPS35		3.598024	
ZNF761		3.5968964	
SSBP1		3.596734	
FZD4		3.5964088	
ZNF26		3.5914578	
GDAP1		3.59084	
ELOVL6		3.59084	
LACTB2		3.5901325	
EMC8		3.5901325	
CD47		3.582659	
PRPF38B		3.5804815	
ID3		3.5784643	
EPHA2		3.5769875	
SEC13		3.5768108	
SMG5		3.5766656	
CBWD5		3.5745711	
CMBL		3.5712576	
SRP14		3.5708058	
SUGP2		3.5683923	
CRK		3.5683675	
NAP1L2		3.5678966	
TMX1		3.5678966	
MIGA1		3.5675688	
RBM26		3.5673013	
ARPC3		3.566801	
TMEM158		3.5653446	
AIP		3.5614445	
NAA30		3.5577936	
SEH1L		3.5570922	
TRIM11		3.5525186	
TFB2M		3.5512078	
NT5DC1		3.5507324	
ITM2B		3.5505133	
ZZZ3		3.5502212	
KCTD6		3.5488765	
SAT2		3.5488765	
ZNF506		3.5488765	
IFIT2		3.5488765	
IL18		3.546922	
MAGI1		3.5464077	
MRPL27		3.542021	
FDXACB1		3.5415554	
ASB6		3.539975	
SYBU		3.5393229	
RNF144B		3.5375657	
NBR1		3.5356393	
CAMK2D		3.5349824	
ZNF384		3.5343938	
DBN1		3.5342739	
LOC646471		3.5341547	
DISP1		3.533825	
ARID5B		3.5331242	
UBE2E3		3.5330744	
MON1B		3.5325778	
WDR33		3.5316114	
BASP1		3.5311403	
SFRP1		3.5306528	
TOR1AIP1		3.5278845	
USP49		3.5266597	
CABCOCO1		3.5240812	
MED8		3.5233445	
IGFBP4		3.5229864	
RAPGEF3		3.5227916	
LAPTM4B		3.5196955	
EIF3C		3.5189734	
NIPA2		3.5152457	
SLC25A46		3.514097	
RBIS		3.5124335	
NR1D1		3.5118601	
SNAP29		3.510557	
UNC5C		3.510164	
FNDC8		3.509299	
FAM43A		3.508387	
SMAD4		3.5072749	
ANKMY2		3.5065296	
KLHDC10		3.5058067	
YAP1		3.5056798	
EIF3CL		3.5055902	
SMC5		3.5055902	
CTSC		3.5055902	
KEAP1		3.5047455	
CMAS		3.5046957	
TMEM50B		3.504668	
CDC42EP4		3.504175	
KIAA0040		3.5031796	
CTBP2		3.5014215	
SUMO2		3.501349	
LINC00265		3.5010967	
ANAPC13		3.4987137	
KBTBD4		3.4984736	
YAF2		3.4980383	
ZNF287		3.494933	
PDCD6IP		3.4937637	
NAPEPLD		3.4937637	
ZNF597		3.4926817	
BTBD3		3.492642	
AAGAB		3.4882433	
SLFNL1-AS1		3.4863722	
BAG4		3.4837642	
CSTB		3.483114	
TSC22D1		3.483114	
SEC16B		3.4828901	
MBD1		3.4803622	
ZNF410		3.479821	
WASHC2A		3.4766068	
RPP30		3.4728885	
UTP23		3.471211	
COX19		3.4709208	
SULT1A4		3.4709208	
MCOLN2		3.4704804	
SLC35C1		3.4692042	
TMC6		3.468766	
EMC4		3.4673421	
MAML1		3.466127	
EMC7		3.460363	
LOC101929185		3.4558327	
PYCARD		3.4523542	
GAS5		3.4508128	
RAD50		3.4497137	
C7orf26		3.4484277	
ASF1A		3.445039	
ZNF426		3.443887	
CLU		3.4437208	
TLE3		3.4435763	
CYCS		3.4416986	
SLC39A6		3.440365	
THRAP3		3.4398534	
RERE		3.4387472	
ZFAND2A		3.4323614	
ZNF480		3.4318275	
IFITM3		3.430277	
PIM1		3.4273787	
NAA60		3.4273787	
ST14		3.4253066	
NHSL1		3.4244041	
PPP3R1		3.4241407	
